3.0292,-0.18159,8.6542,1.2384
3.0117,-0.17159,8.7539,1.2284
3.0175,-0.17159,8.769,1.2484
3.0198,-0.16159,8.6542,1.2684
3.0063,-0.16159,8.7344,1.2384
3.0061,-0.15159,8.7389,1.2384
2.9546,-0.15159,8.6499,1.2284
2.9941,-0.14159,8.7175,1.2484
2.9785,-0.13159,8.6597,1.2584
3.0105,-0.13159,8.6448,1.2384
2.9953,-0.12159,8.686,1.2184
2.9946,-0.10159,8.6665,1.2484
2.9902,-0.091593,8.6199,1.2684
3.0146,-0.081593,8.6068,1.2684
2.992,-0.061593,8.6076,1.2484
2.9848,-0.061593,8.5254,1.2084
2.99,-0.051593,8.5962,1.2484
2.9962,-0.031593,8.5462,1.2584
2.9618,-0.031593,8.5165,1.2684
3.0075,-0.021593,8.4263,1.2384
2.9815,-0.021593,8.5081,1.2284
2.967,-0.021593,8.3576,1.2384
3.012,-0.011593,8.3886,1.2484
3.0068,-0.0015927,8.4583,1.2184
3.0243,0.0084073,8.4711,1.2484
2.9604,0.0084073,8.3604,1.2284
3.0103,0.0084073,8.2791,1.2484
3.0366,0.018407,8.3663,1.2084
3.0233,0.028407,8.3529,1.2284
3.0083,0.038407,8.2161,1.2384
3.0122,0.028407,8.3372,1.2184
3.0224,0.038407,8.2255,1.1484
2.9998,0.038407,8.3154,1.2384
3.0174,0.038407,8.244,1.2584
2.9856,0.048407,8.1652,1.2084
3.0341,0.048407,8.1341,1.2084
3.0082,0.048407,8.1785,1.2184
3.0299,0.058407,8.0221,1.2084
3.0235,0.058407,8.0954,1.2084
3.025,0.068407,8.1719,1.2184
3.0414,0.068407,8.0664,1.2384
3.0491,0.078407,8.0412,1.2384
3.0267,0.088407,7.9532,1.2484
3.0677,0.088407,8.1396,1.2184
3.0742,0.088407,8.0711,1.2284
3.115,0.098407,8.0463,1.2784
3.1029,0.10841,8.1092,1.2384
3.113,0.098407,7.8708,1.1984
3.1234,0.098407,7.9375,1.1784
3.1062,0.10841,7.9156,1.1184
3.1052,0.10841,7.8959,1.2584
3.0914,0.11841,7.7977,1.2384
3.1076,0.11841,7.917,1.1784
3.1372,0.12841,7.9513,1.1784
3.1284,0.12841,7.9705,1.2184
3.1297,0.19841,7.7703,1.2984
3.0853,0.19841,7.7259,1.1184
3.1573,0.19841,7.9245,1.2284
3.1488,0.19841,7.8738,1.1784
3.118,0.20841,7.7352,1.0184
3.1263,0.21841,7.8138,1.1984
3.1493,0.20841,7.8274,1.2084
3.1861,0.22841,7.8032,1.1884
3.1253,0.22841,7.6956,1.2084
3.1556,0.22841,7.6275,1.2184
3.1393,0.22841,7.7471,1.1484
3.1451,0.33841,7.6263,1.2284
3.1474,0.32841,7.7084,1.2184
3.1569,0.33841,7.6522,1.2084
3.1626,0.33841,7.7141,1.1484
3.1954,0.33841,7.7704,1.2584
3.1549,0.088407,7.5565,1.2084
3.1591,0.32841,7.6778,1.1784
3.1853,0.26841,7.5915,1.1484
3.1545,0.21841,7.5795,1.1984
3.1621,0.10841,7.6293,1.1484
3.13,0.12841,7.5832,1.2384
3.1342,0.27841,7.4561,1.2984
3.1346,0.25841,7.4049,1.2984
3.1528,0.32841,7.5544,1.1784
3.2003,0.32841,7.5643,1.1784
3.2229,0.32841,7.5729,1.1184
3.209,0.32841,7.5824,1.2084
3.1998,0.33841,7.4513,1.2284
3.1778,0.33841,7.5513,1.2084
3.1544,0.33841,7.4528,1.2184
3.1683,0.33841,7.4199,1.2084
3.2202,0.22841,7.5608,1.1884
3.2081,0.16841,7.2815,1.1484
3.2189,0.19841,7.6299,1.1484
3.2254,0.15841,7.5847,1.1184
3.2634,0.16841,7.4587,1.1184
3.334,0.19841,7.7965,1.1684
3.3253,0.20841,7.5628,1.1784
3.3361,0.20841,7.6673,1.1984
3.3589,0.20841,7.7604,1.1884
3.3735,0.20841,7.8173,1.2084
3.3752,0.20841,7.8424,1.1784
3.4103,0.20841,7.7744,1.1684
3.4542,0.19841,7.7339,1.1384
3.4215,0.20841,7.8372,1.1284
3.4412,0.19841,7.9131,1.1484
3.4358,0.19841,7.903,1.1484
3.4658,0.19841,7.9002,1.1984
3.4549,0.19841,7.8236,1.1484
3.4527,0.19841,7.9152,1.1184
3.4741,0.19841,7.8991,1.1484
3.4579,0.19841,7.9204,1.1484
3.4874,0.19841,7.8233,1.1284
3.4717,0.13841,7.8592,1.1684
3.4892,0.12841,7.8627,1.1184
3.5215,0.11841,8.0543,1.0984
3.508,0.10841,7.8533,1.0684
3.5499,0.10841,7.9842,1.1484
3.6135,0.098407,7.8838,1.1184
3.5823,0.098407,7.9933,1.1284
3.6118,0.088407,8.1071,1.1284
3.6162,0.088407,8.0787,1.1284
3.6457,0.088407,8.0379,1.1484
3.6515,0.088407,6.8296,1.1584
