3.8702,-0.20159,9.3546,1.1484
3.8244,-0.20159,9.215,1.1784
3.8405,-0.19159,9.2826,1.1984
3.8792,-0.19159,9.3074,1.1984
3.8088,-0.19159,9.2979,1.2184
3.7786,-0.18159,9.1223,1.2184
3.8181,-0.18159,9.3634,1.1984
3.7858,-0.18159,9.1389,1.1984
3.7558,-0.18159,9.123,1.1484
3.753,-0.18159,9.1155,1.1184
3.7296,-0.20159,9.1109,1.1184
3.7434,-0.18159,9.1199,1.1184
3.7198,-0.18159,9.0073,1.1484
3.804,-0.18159,9.0727,1.1484
3.7579,-0.20159,9.0923,1.1584
3.7044,-0.20159,9.1138,1.1684
3.722,-0.17159,9.0423,1.1784
3.708,-0.20159,9.0142,1.2284
3.6875,-0.20159,9.0547,1.2284
3.7269,-0.16159,9.066,1.2084
3.6901,-0.16159,9.0854,1.2184
3.6675,-0.15159,8.9878,1.2184
3.6599,-0.15159,8.9146,1.2184
3.6747,-0.15159,8.9341,1.1984
3.7195,-0.14159,9.1242,1.1984
3.6915,-0.14159,8.9649,1.2084
3.6882,-0.13159,9.0601,1.1484
3.6751,-0.13159,8.9907,1.1784
3.6521,-0.12159,8.949,1.1984
3.6407,-0.12159,8.8532,1.1084
3.6251,-0.11159,8.9923,1.1884
3.6074,-0.10159,8.9793,1.1984
3.6127,-0.10159,8.9611,1.2084
3.6141,-0.10159,8.9578,1.1884
3.6279,-0.091593,8.9435,1.2084
3.6164,-0.091593,8.7774,1.1684
3.6252,-0.081593,8.7909,1.0984
3.6082,-0.071593,8.9098,1.1484
3.5641,-0.071593,8.8704,1.1484
3.5417,-0.071593,8.773,1.1484
3.5467,-0.071593,8.6889,1.1484
3.5949,-0.061593,8.6761,1.1984
3.5853,-0.051593,8.854,1.1884
3.5557,-0.051593,8.7588,1.1884
3.5689,-0.051593,8.7299,1.1684
3.5907,-0.041593,8.9063,1.1884
3.5637,-0.041593,8.8465,1.1784
3.5395,-0.041593,8.752,1.0184
3.5272,-0.041593,8.7116,1.0184
3.5104,-0.031593,8.6808,1.0384
3.557,-0.031593,8.6805,1.0384
3.5417,-0.031593,8.6557,1.0484
3.533,-0.021593,8.6611,1.0384
3.5261,-0.021593,8.6496,1.2184
3.5822,-0.011593,8.7853,1.1884
3.5164,-0.011593,8.7195,1.1484
3.5149,-0.011593,8.6852,1.1784
3.4917,-0.0015927,8.6339,1.1984
3.4847,0.0084073,8.5566,1.1784
3.5006,0.0084073,8.7318,1.1884
3.4634,0.018407,8.6337,1.2084
3.4352,0.018407,8.5727,1.1984
3.4382,0.018407,8.4914,1.1484
3.4803,0.028407,8.4725,1.1884
3.4614,0.028407,8.5427,1.1184
3.4097,0.028407,8.4441,1.1184
3.4584,0.028407,8.6662,1.1484
3.4197,0.028407,8.5619,1.1784
3.4162,0.028407,8.4505,1.1884
3.4699,0.028407,8.4245,1.1884
3.4043,0.028407,8.3871,1.1784
3.4272,0.028407,8.5647,1.1884
3.3644,0.038407,8.366,1.1984
3.4045,0.038407,8.2795,1.1984
