3.7726,-0.20159,9.2898,1.1184
3.7765,-0.20159,9.303,1.1184
3.7611,-0.20159,9.283,1.1184
3.78,-0.20159,9.241,1.1184
3.7909,-0.20159,9.2987,1.0084
3.7613,-0.20159,9.1941,1.1184
3.7338,-0.20159,9.2228,1.1384
3.7234,-0.20159,9.1843,1.1984
3.7748,-0.20159,9.3951,1.1984
3.6793,-0.20159,9.234,1.1884
3.6308,-0.20159,9.0965,1.1484
3.5934,-0.19159,9.0825,1.1184
3.6301,-0.19159,9.1473,1.1984
3.5762,-0.20159,9.1215,1.2284
3.5776,-0.18159,9.0901,1.2184
3.5116,-0.20159,8.9819,1.2284
3.5563,-0.18159,9.05,1.2084
3.5101,-0.18159,8.9148,1.1784
3.5032,-0.18159,9.0064,1.1984
3.433,-0.18159,8.9502,1.1484
3.482,-0.18159,8.8773,1.0484
3.4699,-0.18159,8.8887,1.1884
3.4163,-0.18159,8.9194,1.1984
3.4193,-0.17159,8.8428,1.0584
3.359,-0.17159,8.8434,1.2084
3.3621,-0.17159,8.9355,1.2184
3.4021,-0.16159,8.9943,1.2384
3.3681,-0.16159,8.89,1.2384
3.3479,-0.16159,8.8557,1.2284
3.3266,-0.16159,8.9047,1.2484
3.3067,-0.15159,8.8333,1.2384
3.333,-0.15159,8.7939,1.2184
3.2954,-0.15159,8.8267,1.2184
3.3383,-0.14159,8.8462,1.2384
3.3225,-0.14159,8.8069,1.2184
3.3083,-0.13159,8.8536,1.2584
3.2672,-0.12159,8.7516,1.1984
3.2565,-0.11159,8.783,1.1984
3.2498,-0.11159,8.7763,1.1984
3.2111,-0.10159,8.6251,1.1884
3.2485,-0.091593,8.7985,1.1984
3.2247,-0.081593,8.6716,1.2084
3.2117,-0.081593,8.6539,1.2084
3.1701,-0.071593,8.706,1.2384
3.1452,-0.061593,8.6483,1.2484
3.1678,-0.061593,8.5912,1.2184
3.106,-0.051593,8.6232,1.2284
3.129,-0.041593,8.6977,1.2384
3.1194,-0.041593,8.6319,1.2684
3.0906,-0.041593,8.5796,1.2584
3.0573,-0.031593,8.5182,1.2384
3.0553,-0.031593,8.5209,1.2384
3.0605,-0.021593,8.5261,1.2384
3.0518,-0.021593,8.4612,1.2284
3.0543,-0.011593,8.4918,1.2184
3.0835,-0.011593,8.5585,1.2184
3.0486,-0.011593,8.4205,1.2684
3.05,-0.0015927,8.4265,1.2184
3.0197,-0.0015927,8.4291,1.2384
3.0212,-0.0015927,8.3978,1.2584
3.0315,-0.0015927,8.3706,1.2684
3.0165,0.0084073,8.3884,1.2284
2.9644,0.0084073,8.3598,1.2384
2.9717,0.0084073,8.3623,1.2584
3.0248,0.0084073,8.4108,1.2684
3.0141,0.0084073,8.4282,1.2684
3.0351,0.0084073,8.2991,1.2384
3.0437,0.0084073,8.3453,1.2484
3.0035,0.018407,8.3847,1.2384
3.0443,0.018407,8.3412,1.2184
3.0831,0.018407,8.2627,1.2584
3.059,0.028407,8.22,1.2284
3.0792,0.028407,8.3199,1.1984
3.102,0.028407,8.4035,1.1984
3.1419,0.038407,8.2419,1.2284
3.1691,0.028407,8.316,1.1684
3.1627,0.038407,8.3752,1.1984
3.1832,0.038407,8.2129,1.1984
3.1916,0.038407,8.2635,1.2084
3.192,0.038407,8.1701,1.2084
3.2022,0.038407,8.2084,1.0484
3.1884,0.038407,8.1618,1.2084
3.2274,0.048407,8.2196,1.2084
3.2379,0.048407,8.2676,1.2584
3.2173,0.048407,8.2048,1.2084
3.278,0.048407,8.2093,1.1884
3.2984,0.068407,8.1734,1.2084
3.2916,0.068407,8.1245,1.1184
3.3451,0.068407,8.2576,1.1784
3.3634,0.068407,8.2712,1.2084
3.3227,0.078407,8.1602,1.1884
3.4091,0.078407,8.2841,1.1184
3.379,0.078407,8.1603,1.1184
3.3745,0.078407,8.123,1.1784
3.4365,0.078407,8.2084,1.1784
3.431,0.088407,8.1654,1.1584
3.4395,0.088407,8.1177,1.1184
3.4848,0.088407,8.1442,1.1984
3.5029,0.088407,8.1388,1.1384
3.5461,0.088407,8.2523,1.1184
3.5137,0.088407,8.023,1.1184
3.5264,0.098407,8.092,1.1384
3.5636,0.098407,8.1996,1.1284
3.5862,0.098407,6.7597,0.85841
3.6007,0.098407,8.096,0.85841
3.608,0.098407,7.9955,1.1284
3.6042,0.10841,8.0246,1.1484
3.6074,0.11841,8.1355,1.1284
3.6008,0.11841,7.9648,1.1984
3.6224,0.11841,8.0099,1.1784
3.6191,0.12841,8.0207,1.1884
3.6595,0.12841,8.0141,1.1484
3.6553,0.19841,8.0615,1.1284
3.6291,0.13841,8.0963,1.1384
3.7153,0.19841,8.1403,1.1284
3.6862,0.19841,8.0597,1.1384
3.7142,0.19841,8.0876,1.1484
3.8647,0.19841,7.9991,1.1684
3.8756,0.12841,8.0475,1.1184
3.8831,0.10841,8.1065,1.1284
3.9107,0.19841,7.9842,1.1384
3.8971,0.14841,7.9752,1.1584
3.89,0.088407,7.8978,1.1184
3.8834,0.088407,7.9146,1.1284
3.9493,0.088407,7.868,1.0984
3.9925,0.088407,7.9441,1.0984
3.9331,0.088407,7.8894,1.1184
3.9329,0.088407,7.8469,1.1484
3.9809,0.12841,7.8622,1.1084
3.9772,0.088407,7.9053,1.0784
